Bulk modulus,elastic compliance,dielectric tensor,s/e,kv/e,labels
0.582014679442691,8.08620242468684,1182.4643333333300,0.0007727042274962080,5.56163671957092E-05,WO3
0.8777777777777780,9.433333333333340,573.8494606659760,0.0018574790847778800,0.00017283963215247700,NaTaN2
0.9777777777777780,14.750000000000000,608.0835347716600,0.002740851497142600,0.00018169109736237200,NaVO2
0.4784442502429630,5.773845488107130,128.56939425864300,0.005074395219189360,0.0004204849646708250,VO2
2.5000000000000000,24.8,456.0314801391900,0.00614488255536733,0.0006194438059846100,LiBiS2
0.9000000000000000,10.550000000000000,159.19529066666700,0.007488226507757080,0.0006388060527944420,Sr2HfO4
0.8444444444444450,13.700000000000000,129.13077566666700,0.011988022149468600,0.0007389210732843560,Na4Ti5O12
2.766666666666670,40.6,379.83809266666800,0.012077700236070900,0.0008230288338209230,TePb
0.6333333333333320,51.300000000000000,84.95816800000000,0.06822899205514320,0.0008423332352486800,CsSrF3
0.8666666666666670,9.516666666666670,112.85468466709300,0.009528444211483830,0.0008677392276657780,Sr2TiO4
0.47777777777777800,7.500000000000000,48.47633333301090,0.01748188381528340,0.0011136607467513900,Ta3N5
0.7333333333333330,7.95,73.19557200000000,0.012272669783163400,0.0011320701686775500,BaZrO3
0.5272851756893830,8.507511389286290,52.42771417692920,0.018335735918394700,0.001136426540351180,NaTaO3
0.6666666666666670,13.300000000000000,63.219099333337100,0.023771690432239100,0.0011915634301874200,TiO2
2.7777777777777800,40.700000000000000,259.32098533333300,0.017734276501324200,0.0012103655815809600,Bi2SO2
0.7832321463715780,8.086754584928080,63.08899566760310,0.014483628571806300,0.001402793095104850,SrZrO3
0.6888888888888890,10.03333333333330,51.58909900000000,0.021975766259604700,0.0015088565981124000,MgTiN2
0.6111111111111110,5.583333333333330,44.95299999910800,0.01403432746252900,0.0015360955431623700,FeSi2
0.6000000000000000,5.2,42.837842,0.01371615828521260,0.0015826336482937600,LaAlO3
1.5666666666666700,21.05,110.36956133333300,0.021550607293461900,0.0016039248500280500,BaZrS3
2.1006563997914100,12.445397212844600,132.76205866666700,0.010592330265106900,0.0017878775566228300,WO3
0.7777777777777780,8.283333333333330,48.72495166666670,0.01920925185470360,0.0018036856201599600,CaZrO3
1.122222222222220,12.36666666666670,67.387299,0.020736303218802000,0.001881731019855350,PbClF
0.2333333333333330,12.383333333333300,13.801116000000000,0.10138648963833400,0.001910378001260670,SnBrF
0.6222222222222220,12.200000000000000,35.47366666768450,0.03886068746037270,0.0019819658449734700,TiO2